Institución;Solicitud;Estado actual;Fecha de creación;Fecha de vencimiento
Secretaria de Desarrollo Economico;SOL-SCDSEC-105-2015;Entregada en plazo;5 de Febrero de 2015 a las 16:51;19 de Febrero de 2015
Instituto Nacional de Migracion;SOL-INM-8-2015;Entregada en plazo;6 de Febrero de 2015 a las 09:25;20 de Febrero de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-35-2015;Entregada en plazo;6 de Febrero de 2015 a las 10:20;6 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-138-2015;Entregada en plazo;6 de Febrero de 2015 a las 10:33;20 de Febrero de 2015
Instituto Nacional de Migracion;SOL-INM-9-2015;Entregada en plazo;6 de Febrero de 2015 a las 10:49;20 de Febrero de 2015
Instituto Nacional de Migracion;SOL-INM-10-2015;Entregada en plazo;6 de Febrero de 2015 a las 11:41;20 de Febrero de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-72-2015;Entregada en plazo;6 de Febrero de 2015 a las 12:29;20 de Febrero de 2015
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-12-2015;Entregada en plazo;6 de Febrero de 2015 a las 13:44;20 de Febrero de 2015
Ministerio Publico (MP);SOL-MP-14-2015;Entregada fuera de plazo;6 de Febrero de 2015 a las 14:29;20 de Febrero de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-68-2015;Entregada en plazo;6 de Febrero de 2015 a las 15:02;20 de Febrero de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-106-2015;Entregada en plazo;6 de Febrero de 2015 a las 15:21;20 de Febrero de 2015
Secretaria de la Presidencia (SDP);SOL-SDP-9-2015;Entregada en plazo;6 de Febrero de 2015 a las 16:08;27 de Febrero de 2015
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-35-2015;Entregada en plazo;7 de Febrero de 2015 a las 10:50;20 de Febrero de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-73-2015;Entregada en plazo;8 de Febrero de 2015 a las 16:04;5 de Marzo de 2015
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-18-2015;Entregada en plazo;9 de Febrero de 2015 a las 09:13;6 de Marzo de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-4-2015;Entregada en plazo;9 de Febrero de 2015 a las 11:06;23 de Febrero de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-5-2015;Entregada en plazo;9 de Febrero de 2015 a las 13:29;23 de Febrero de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-6-2015;Entregada en plazo;9 de Febrero de 2015 a las 14:04;23 de Febrero de 2015
Congreso Nacional;SOL-CN-19-2015;Entregada en plazo;9 de Febrero de 2015 a las 20:03;23 de Febrero de 2015
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-36-2015;Entregada en plazo;9 de Febrero de 2015 a las 22:45;23 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-139-2015;Entregada en plazo;9 de Febrero de 2015 a las 22:47;23 de Febrero de 2015
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-37-2015;Entregada en plazo;10 de Febrero de 2015 a las 10:27;24 de Febrero de 2015
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-31-2015;Entregada en plazo;10 de Febrero de 2015 a las 10:55;25 de Febrero de 2015
Comision Permanente de Contingencias;SOL-COPECO-54-2015;Entregada fuera de plazo;10 de Febrero de 2015 a las 11:54;24 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-461-2015;Entregada fuera de plazo;10 de Febrero de 2015 a las 12:42;24 de Febrero de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-74-2015;Entregada en plazo;10 de Febrero de 2015 a las 13:57;24 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-140-2015;Entregada en plazo;10 de Febrero de 2015 a las 14:26;24 de Febrero de 2015
Secretaria de Agricultura y Ganaderia (SAG);SOL-SAG-39-2015;Entregada en plazo;10 de Febrero de 2015 a las 14:30;24 de Febrero de 2015
Secretaria de la Presidencia (SDP);SOL-SDP-11-2015;Entregada en plazo;10 de Febrero de 2015 a las 14:39;24 de Febrero de 2015
Secretaria de Salud;SOL-SDS-27-2015;Entregada fuera de plazo;10 de Febrero de 2015 a las 14:52;24 de Febrero de 2015
Direccion de Investigacion y Evaluacion de la Carrera Policial (DIECP);SOL-DIECP-3-2015;Entregada fuera de plazo;10 de Febrero de 2015 a las 15:29;24 de Febrero de 2015
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-32-2015;Entregada en plazo;10 de Febrero de 2015 a las 16:24;25 de Febrero de 2015
Superintendencia de Alianza Publico Privado (SAPP);SOL-SAPP-1-2015;Entregada en plazo;11 de Febrero de 2015 a las 08:55;9 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-141-2015;Entregada en plazo;11 de Febrero de 2015 a las 09:44;25 de Febrero de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-69-2015;Entregada en plazo;11 de Febrero de 2015 a las 09:45;25 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-142-2015;Entregada en plazo;11 de Febrero de 2015 a las 09:48;25 de Febrero de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-36-2015;Entregada en plazo;11 de Febrero de 2015 a las 09:49;25 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-143-2015;Entregada en plazo;11 de Febrero de 2015 a las 09:54;25 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-144-2015;Entregada fuera de plazo;11 de Febrero de 2015 a las 10:28;25 de Febrero de 2015
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-37-2015;Entregada en plazo;11 de Febrero de 2015 a las 11:48;25 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-145-2015;Entregada en plazo;11 de Febrero de 2015 a las 13:23;25 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-462-2015;Entregada fuera de plazo;11 de Febrero de 2015 a las 14:46;25 de Febrero de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-70-2015;Entregada en plazo;11 de Febrero de 2015 a las 15:43;25 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-146-2015;Entregada en plazo;11 de Febrero de 2015 a las 15:56;25 de Febrero de 2015
Instituto Nacional de Estadistica (INE);SOL-INE-8-2015;Entregada fuera de plazo;11 de Febrero de 2015 a las 18:54;25 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-147-2015;Entregada en plazo;12 de Febrero de 2015 a las 10:59;26 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-148-2015;Entregada en plazo;12 de Febrero de 2015 a las 13:19;26 de Febrero de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-37-2015;Entregada en plazo;12 de Febrero de 2015 a las 13:43;26 de Febrero de 2015
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-32-2015;Entregada en plazo;12 de Febrero de 2015 a las 15:12;26 de Febrero de 2015
Comision para la Defensa y Promocion de la Competencia (CDPC);SOL-CDPC-13-2015;Entregada fuera de plazo;12 de Febrero de 2015 a las 15:30;26 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-463-2015;Entregada fuera de plazo;12 de Febrero de 2015 a las 16:11;26 de Febrero de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-8-2015;Entregada en plazo;12 de Febrero de 2015 a las 16:50;26 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-464-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 05:04;27 de Febrero de 2015
Registro Nacional de las Personas (RNP);SOL-RNP-5-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 08:47;27 de Febrero de 2015
Poder Judicial(PJ);SOL-PJ-149-2015;Entregada en plazo;13 de Febrero de 2015 a las 10:28;27 de Febrero de 2015
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-13-2015;Entregada en plazo;13 de Febrero de 2015 a las 10:34;27 de Febrero de 2015
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-14-2015;Entregada en plazo;13 de Febrero de 2015 a las 11:10;27 de Febrero de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-107-2015;Entregada en plazo;13 de Febrero de 2015 a las 14:09;13 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-465-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 14:37;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-466-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 14:39;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-467-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 14:41;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-468-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 14:45;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-469-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 14:50;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-470-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:18;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-471-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:21;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-472-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:23;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-473-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:25;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-474-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:28;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-475-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:33;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-476-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:35;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-477-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:37;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-478-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:38;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-479-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:43;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-480-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:46;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-481-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:47;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-482-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 15:48;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-483-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 16:19;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-484-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 16:46;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-485-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 16:47;27 de Febrero de 2015
Secretaria de Defensa;SOL-SDD-9-2015;Entregada fuera de plazo;13 de Febrero de 2015 a las 22:13;27 de Febrero de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-71-2015;Entregada en plazo;13 de Febrero de 2015 a las 22:17;27 de Febrero de 2015
Secretaria de Seguridad;SOL-SSSS-8-2015;Entregada en plazo;13 de Febrero de 2015 a las 22:19;27 de Febrero de 2015
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-41-2015;Entregada en plazo;14 de Febrero de 2015 a las 14:35;27 de Febrero de 2015
Secretaria de Educacion;SOL-SDE-486-2015;Entregada fuera de plazo;14 de Febrero de 2015 a las 15:21;27 de Febrero de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-75-2015;Entregada en plazo;14 de Febrero de 2015 a las 15:26;20 de Marzo de 2015
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-42-2015;Entregada en plazo;14 de Febrero de 2015 a las 20:48;27 de Febrero de 2015
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-38-2015;Entregada en plazo;15 de Febrero de 2015 a las 14:16;27 de Febrero de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-76-2015;Entregada en plazo;16 de Febrero de 2015 a las 08:23;2 de Marzo de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-77-2015;Entregada en plazo;16 de Febrero de 2015 a las 08:26;2 de Marzo de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-78-2015;Entregada en plazo;16 de Febrero de 2015 a las 08:27;16 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-108-2015;Entregada en plazo;16 de Febrero de 2015 a las 09:47;2 de Marzo de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-9-2015;Entregada en plazo;16 de Febrero de 2015 a las 10:22;2 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-38-2015;Entregada en plazo;16 de Febrero de 2015 a las 14:15;2 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-39-2015;Entregada en plazo;16 de Febrero de 2015 a las 15:03;2 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-487-2015;Entregada fuera de plazo;16 de Febrero de 2015 a las 15:07;2 de Marzo de 2015
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-13-2015;Entregada en plazo;16 de Febrero de 2015 a las 15:08;2 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-488-2015;Entregada fuera de plazo;16 de Febrero de 2015 a las 15:10;2 de Marzo de 2015
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-15-2015;Entregada en plazo;17 de Febrero de 2015 a las 09:11;3 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-109-2015;Entregada en plazo;17 de Febrero de 2015 a las 10:52;3 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-40-2015;Entregada en plazo;17 de Febrero de 2015 a las 15:34;3 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-489-2015;Entregada fuera de plazo;17 de Febrero de 2015 a las 16:29;3 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-41-2015;Entregada en plazo;17 de Febrero de 2015 a las 16:36;3 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-490-2015;Entregada fuera de plazo;17 de Febrero de 2015 a las 16:37;3 de Marzo de 2015
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-19-2015;Entregada en plazo;17 de Febrero de 2015 a las 20:35;9 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-110-2015;Entregada fuera de plazo;18 de Febrero de 2015 a las 09:41;18 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-111-2015;Entregada en plazo;18 de Febrero de 2015 a las 10:09;4 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-112-2015;Entregada en plazo;18 de Febrero de 2015 a las 10:29;4 de Marzo de 2015
Presidencia de la Republica (Casa Presidencial);SOL-CP-31-2015;Entregada en plazo;18 de Febrero de 2015 a las 11:17;23 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-150-2015;Entregada en plazo;18 de Febrero de 2015 a las 11:21;4 de Marzo de 2015
Registro Nacional de las Personas (RNP);SOL-RNP-6-2015;Entregada fuera de plazo;18 de Febrero de 2015 a las 11:22;4 de Marzo de 2015
Banco Hondureno para la Produccion y la Vivienda;SOL-BANHPROVI-5-2015;Entregada en plazo;18 de Febrero de 2015 a las 12:12;4 de Marzo de 2015
Banco Hondureno para la Produccion y la Vivienda;SOL-BANHPROVI-6-2015;Entregada en plazo;18 de Febrero de 2015 a las 12:17;4 de Marzo de 2015
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-33-2015;Entregada en plazo;18 de Febrero de 2015 a las 13:26;4 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-113-2015;Entregada en plazo;18 de Febrero de 2015 a las 14:30;4 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-42-2015;Entregada en plazo;18 de Febrero de 2015 a las 15:10;4 de Marzo de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-72-2015;Entregada en plazo;18 de Febrero de 2015 a las 15:34;4 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-491-2015;Entregada fuera de plazo;18 de Febrero de 2015 a las 15:37;4 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-43-2015;Entregada en plazo;18 de Febrero de 2015 a las 16:46;4 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-114-2015;Entregada en plazo;19 de Febrero de 2015 a las 10:12;5 de Marzo de 2015
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-33-2015;Entregada en plazo;19 de Febrero de 2015 a las 10:54;5 de Marzo de 2015
Congreso Nacional;SOL-CN-20-2015;Entregada en plazo;19 de Febrero de 2015 a las 11:45;17 de Marzo de 2015
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-34-2015;Entregada en plazo;19 de Febrero de 2015 a las 13:10;5 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-115-2015;Entregada en plazo;19 de Febrero de 2015 a las 13:34;5 de Marzo de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-73-2015;Entregada en plazo;19 de Febrero de 2015 a las 13:34;5 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-492-2015;Entregada fuera de plazo;19 de Febrero de 2015 a las 17:31;5 de Marzo de 2015
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-35-2015;Entregada en plazo;20 de Febrero de 2015 a las 09:26;6 de Marzo de 2015
Secretaria de Desarrollo e Inclusion Social (SEDIS);SOL-SEDIS-9-2015;Entregada en plazo;20 de Febrero de 2015 a las 09:42;6 de Marzo de 2015
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-5-2015;Entregada fuera de plazo;20 de Febrero de 2015 a las 10:42;6 de Marzo de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-10-2015;Entregada en plazo;20 de Febrero de 2015 a las 11:51;19 de Marzo de 2015
Procuraduria General de la Republica (PGR);SOL-PGR-11-2015;Entregada en plazo;20 de Febrero de 2015 a las 14:24;6 de Marzo de 2015
Secretaria de Desarrollo Economico;SOL-SCDSEC-116-2015;Entregada en plazo;20 de Febrero de 2015 a las 14:30;6 de Marzo de 2015
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-34-2015;Entregada en plazo;20 de Febrero de 2015 a las 15:16;16 de Marzo de 2015
Secretaria de Educacion;SOL-SDE-493-2015;Entregada fuera de plazo;20 de Febrero de 2015 a las 22:29;6 de Marzo de 2015
Instituto de la Propiedad (IP);SOL-IP-7-2015;Entregada fuera de plazo;21 de Febrero de 2015 a las 08:28;6 de Marzo de 2015
SEPLAN;SOL-SEPLAN-2-2015;No respondida;23 de Febrero de 2015 a las 07:40;9 de Marzo de 2015
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-38-2015;Entregada en plazo;23 de Febrero de 2015 a las 11:48;9 de Marzo de 2015
Presidencia de la Republica (Casa Presidencial);SOL-CP-32-2015;Entregada en plazo;23 de Febrero de 2015 a las 13:33;9 de Marzo de 2015
ACI- PARTICIPA;SOL-ONG-6-2015;No respondida;23 de Febrero de 2015 a las 13:42;9 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-151-2015;Entregada en plazo;23 de Febrero de 2015 a las 13:54;9 de Marzo de 2015
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-79-2015;Entregada en plazo;23 de Febrero de 2015 a las 20:21;23 de Marzo de 2015
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-43-2015;Entregada en plazo;24 de Febrero de 2015 a las 08:15;10 de Marzo de 2015
Cuenta del Desafio del Milenio Honduras (MCA-Honduras);SOL-MCA-HONDURAS-4-2015;Entregada en plazo;24 de Febrero de 2015 a las 10:53;10 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-44-2015;Entregada en plazo;24 de Febrero de 2015 a las 10:54;10 de Marzo de 2015
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-45-2015;Entregada en plazo;24 de Febrero de 2015 a las 14:30;10 de Marzo de 2015
Instituto de la Propiedad (IP);SOL-IP-8-2015;Entregada fuera de plazo;24 de Febrero de 2015 a las 18:14;10 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-152-2015;Entregada en plazo;24 de Febrero de 2015 a las 20:29;10 de Marzo de 2015
Instituto de la Propiedad (IP);SOL-IP-9-2015;Entregada fuera de plazo;24 de Febrero de 2015 a las 21:33;10 de Marzo de 2015
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-39-2015;Entregada en plazo;25 de Febrero de 2015 a las 10:57;11 de Marzo de 2015
Foro Nacional de Convergencia (FONAC);SOL-FONAC-2-2015;No respondida;25 de Febrero de 2015 a las 15:03;11 de Marzo de 2015
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-35-2015;Entregada en plazo;25 de Febrero de 2015 a las 15:47;12 de Marzo de 2015
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-36-2015;Entregada en plazo;25 de Febrero de 2015 a las 15:53;11 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-153-2015;Entregada en plazo;25 de Febrero de 2015 a las 16:08;11 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-154-2015;Entregada en plazo;25 de Febrero de 2015 a las 16:11;11 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-155-2015;Entregada en plazo;25 de Febrero de 2015 a las 16:16;11 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-156-2015;Entregada en plazo;25 de Febrero de 2015 a las 16:18;11 de Marzo de 2015
Poder Judicial(PJ);SOL-PJ-157-2015;Entregada en plazo;25 de Febrero de 2015 a las 16:22;11 de Marzo de 2015
Instituto de la Propiedad (IP);SOL-IP-10-2015;Entregada fuera de plazo;25 de Febrero de 2015 a las 17:11;11 de Marzo de 2015
Secretaria de Finanzas (SEFIN);SOL-SEFIN-74-2015;Entregada en plazo;25 de Febrero de 2015 a las 21:54;11 de Marzo de 2015
